Key;Item Type;Publication Year;Author;Title;Publication Title;ISSN;DOI;Abstract Note;Pages;Issue;Volume;Language;Manual Tags
J8Q72E42;journalArticle;2025;"Sampson, D; Kampylis, P; Moreno-Leon, J; Bocconi, S";Towards high-quality informatics K-12 education in Europe: key insights from the literature;SMART LEARNING ENVIRONMENTS;2196-7091;10.1186/s40561-025-00366-5;This paper explores the evolving landscape of informatics education in European primary and secondary schools, analysing academic and grey literature to define the state of play and open questions related to 'high-quality informatics education'. It underlines the strategic importance of promoting high-quality informatics education to prepare students for life and work in the digital era, contributing to European societies and economies' social and economic resilience. Drawing on a review of over 180 recent academic publications, policy documents, and grey literature, it provides an overview of how informatics education is being implemented across Europe and beyond, highlighting recent curricular developments, pedagogical practices, and policy initiatives. The paper also identifies and analyses key open issues related to high-quality informatics education, organised into four clusters: student-related (e.g., equity and inclusion), teacher-related (e.g., professional development, shortage of qualified teachers), school-related (e.g., the need for whole-school approach) and curriculum- and resource-related (e.g., competing curriculum priorities, quality of teaching and learning materials). Finally, the paper offers recommendations for policymakers, researchers, and practitioners (school leaders and educators) related to the key open issues of high-quality K-12 informatics education. Overall, the paper contributes to the discussion on high-quality informatics K-12 education in Europe towards identifying and addressing major challenges for equitable access to quality informatics education for all European K-12 students.;;1;12;English;"ROBOTICS; Computational thinking; MODEL; Artificial intelligence in education; Computer science education; COMPUTATIONAL THINKING SKILLS; AGE; Computing education; Digital competence; Informatics education; PRIMARY-SCHOOL; School education; TEACHER PROFESSIONAL-DEVELOPMENT"
ZGGTK4QU;journalArticle;2025;"Ukekwe, EC; Ezeora, NJ; Obayi, AA; Asogwa, CN; Ezugwu, AO; Adegoke, FO; Raiyetumbi, J; Tenuche, B";Examining the Impact of Mathematics Ancillary Courses on Computational Programming Intelligence of Computer Science Students Using Machine Learning Techniques;COMPUTER APPLICATIONS IN ENGINEERING EDUCATION;1061-3773;10.1002/cae.70054;Mathematics courses make up a good percentage of the undergraduate curriculum in the Computer Science and Engineering discipline. It is however important to ascertain how the mathematics courses impact the programming skills of the students. This article examines the impact of mathematics ancillary courses on the Computational Programming Intelligence (CPI) of Computer Science and Engineering students. Using the results of Computer Science students on mathematics and programming courses for seven (7) sessions, Random forest regression and K-means clustering machine learning models were used to study the relationship between the ancillary courses and their performance in programming courses. A Pearson correlation coefficient was computed to assess the linear relationship between five (5) Mathematics ancillary courses and the programming courses. A significant positive correlation (0.29, 0.27, 0.20, 0.10, and 0.09, p = 0.02) was obtained with Linear algebra having the highest and Mathematical methods the least. Consequently, variable importance results show that linear algebra had the highest impact on CPI while Mathematical methods had the least in the following order (29.11%, 20.39%, 19.80%, 17.15%, and 13.55%). Mostly female students of age range 19-20 were found to have been positively impacted more by the mathematics courses. A curriculum guide was presented based on the findings.;;4;33;English;"computational thinking; THINKING; clustering; ABSOLUTE ERROR MAE; RMSE; ancillary; curriculum; K-means; random Forest"
CYE33YUQ;journalArticle;2024;"Ortiz, LG; Bekerman, Z; Ros, MZ";"Presentation of the special issue ""Generative AI, ChatGPT and Education. Consequences for Intelligent Learning and Educational Evaluation""";RED-REVISTA DE EDUCACION A DISTANCIA;1578-7680;10.6018/red.609801;In July 2023, given the rise of LLMs (Large Langauge Models), RED convened this special issue on Generative AI and Education, where special attention was paid to its consequences for intelligent learning and educational evaluation. We wanted to give space to contributions that included research related to these topics. Also to experiences about intelligent learning and formative evaluation in ChatGPT contexts. The call was with these general questions center dot Does AI have the potential to revolutionize existing teaching methods, assessment and student support? center dot Creative thinking and problem solving are essential in modern and very complex environments. Could this AI help students deal with these problems? We also had doubts about its benefits. They could be summarized in this question: Generative AI will begin to serve as an active partner in social, creative and intellectual actions continuously over time, and not only as an answer to isolated questions: What are the impacts that will occur? Now those impacts are unknown in the practices that may exist. Another intention was: A theoretical framework is needed to address these questions and in general for an effective deployment of AI systems in education. It is necessary to do so beyond the results provided by empirical research. And that it does not guide and direct at new crossroads, both in research and practice. In the conclusions we see to what extent these expectations have been met. As a consequence, we deduce that the critical importance of theory in the design, development and deployment of AI in education is necessary now more than ever. But we are equally underserved. In this perspective, we continue to critically consider the relevance and continuity of existing learning theories when AI becomes a reality in classrooms. As that result is not met, we also reiterate the call to consider new frameworks, models and ways of thinking. We are referring to those that include the presence of non -human agents, which we hesitate to call a new technology, because it is more like an active partner than a simple technology, as has happened until now. This approach is precisely what makes us insist on a series of important questions for the future, precisely about the review of learning theories based on existing configurations. And to investigate what their alternatives would be in this case. We have done after extensive and exhaustive dissemination in your call. But, despite this and beyond these general conclusions that we have made, the special issue offers us evidence of a scarce empirical investigation of practical cases in the application of generative AI in education. However, of the hundred or so contributions received, seven have been selected in the previous editorial review. The rest have been discarded because they do not conform to the standards or are not the type of contributions requested (the literature reviews per se and the self-report studies stand out among them, due to their high number). Of those seven, six have passed editorial review. They are described at the end. The main contributions of this small number of contributions have been the confirmation of a low level of research and practice. Also, some very interesting contributions from the articles and essays by the invited authors. We draw your attention to these articles and the clear results and evidence obtained on the concrete use of generative AI in specific environments. Results of inevitable use by schools, universities and teachers in these environments or in others to which they can be transferred.;;78;24;English;"artificial intelligence; instructional design; ChatGPT; education; COMPUTATIONAL THINKING; Generative AI; assessment"
HLJMTDGB;journalArticle;2024;"Vieira, C; Ortega-Alvarez, JD; Magana, AJ; Boutin, M";Beyond analytics: Using computer-aided methods in educational research to extend qualitative data analysis;COMPUTER APPLICATIONS IN ENGINEERING EDUCATION;1061-3773;10.1002/cae.22749;This study proposes and demonstrates how computer-aided methods can be used to extend qualitative data analysis by quantifying qualitative data, and then through exploration, categorization, grouping, and validation. Computer-aided approaches to inquiry have gained important ground in educational research, mostly through data analytics and large data set processing. We argue that qualitative data analysis methods can also be supported and extended by computer-aided methods. In particular, we posit that computing capacities rationally applied can expand the innate human ability to recognize patterns and group qualitative information based on similarities. We propose a principled approach to using machine learning in qualitative education research based on the three interrelated elements of the assessment triangle: cognition, observation, and interpretation. Through the lens of the assessment triangle, the study presents three examples of qualitative studies in engineering education that have used computer-aided methods for visualization and grouping. The first study focuses on characterizing students' written explanations of programming code, using tile plots and hierarchical clustering with binary distances to identify the different approaches that students used to self-explain. The second study looks into students' modeling and simulation process and elicits the types of knowledge that they used in each step through a think-aloud protocol. For this purpose, we used a bubble plot and a k-means clustering algorithm. The third and final study explores engineering faculty's conceptions of teaching, using data from semi-structured interviews. We grouped these conceptions based on coding similarities, using Jaccard's similarity coefficient, and visualized them using a treemap. We conclude this manuscript by discussing some implications for engineering education qualitative research.;;5;32;English;"SCIENCE; machine learning; CONCEPTIONS; COMPUTATIONAL THINKING; visualization; data analysis; assessment triangle; ASSESSMENT TRIANGLE; clustering algorithms; computer-aided methods; DEVELOP; education research; qualitative methods"
LZYBX7HE;journalArticle;2025;"Choi, S; Kim, H";The impact of a large language model-based programming learning environment on students' motivation and programming ability;EDUCATION AND INFORMATION TECHNOLOGIES;1360-2357;10.1007/s10639-024-13107-x;Attention to programming education from K-12 to higher education has been growing with the aim of fostering students' programming ability. This ability involves employing appropriate algorithms and computer codes to solve problems and can be enhanced through practical learning. However, in a formal educational setting, it is challenging to provide personalized support to students during their practice owing to limited teacher availability and large class sizes. The integration of large language model-based programming learning environments (LPLEs) is a promising approach to this issue as this setting supports adaptive learning by providing feedback on student codes and responses to questions with human-like interactions. However, a research gap exists regarding the efficacy of LPLEs. To address this gap, this study integrated an LPLE for first-year high school students in South Korea engaged in learning programming for the first time as part of the national curriculum. We examined the impact of the LPLE using a mixed-methods approach with a quasi-experimental design through the lens of self-determination theory. We also investigated students' learning behaviors within the LPLE and their perceptions of how specific elements of the LPLE satisfy their basic psychological needs. The results provide evidence that the LPLE supports students' basic psychological needs, enhances autonomous motivation, and improves programming ability. Based on these findings, implications regarding effective utilization and development of the LPLE are discussed from a theoretical and practical perspective.;8109-8138;6;30;English;"SKILLS; COMPUTATIONAL THINKING; Large language models; Programming education; SELF-DETERMINATION THEORY; Motivation; Programming ability; Self-determination theory"
ND3F7SIA;journalArticle;2025;"Su, JH; Chen, XY; Chu, SKW; Hu, X";A scoping review of empirical research on AI literacy assessments;ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT;1042-1629;10.1007/s11423-025-10515-9;"AI literacy is becoming increasingly popular in education, yet there has been limited focus on reviewing empirical research on AI literacy assessment. The purpose of this study was to synthesize existing empirical studies on AI literacy assessment, with the aim to understand how AI literacy has been assessed and to inform future AI literacy assessment development. This scoping review evaluates and synthesizes 36 studies on AI literacy assessment published between 2019 and 2024, involving assessment tools, forms of assessment, and reliability and validity evidence related to AI literacy assessment. The review proposes four aspects (i.e., knowledge of AI, AI ethics, affect towards AI, and use of AI) for assessing AI literacy. The results showed that (1) most research focused on assessing primary and secondary school students' AI literacy; (2) most studies used questionnaires, followed by surveys; (3) most studies used computer-based tests, followed by paper-based tests; (4) most studies assessed participants' AI knowledge, followed by AI ethics; and (5) only a few studies reported evidence of the reliability and effectiveness of their assessments. Based on the reviewed literature, this study develops an AI literacy framework for people of all ages and from all countries. The findings and directions for future research are also discussed.";;;;English;"AI literacy; ARTIFICIAL-INTELLIGENCE; Assessment; Artificial intelligence literacy; AI literacy framework; Scoping review"
D2RUAAIK;journalArticle;2025;"Ognibene, D; Donabauer, G; Theophilou, E; Koyuturk, C; Yavari, M; Bursic, S; Telari, A; Testa, A; Boiano, R; Taibi, D; Hernandez-Leo, D; Kruschwitz, U; Ruskov, M";Use me wisely: AI-driven assessment for LLM prompting skills development;EDUCATIONAL TECHNOLOGY & SOCIETY;1176-3647;10.30191/ETS.202507_28(3).SP12;Prompting with large language model (LLM) powered chatbots, such as ChatGPT, is adopted in a variety of tasks and processes across different domains. Given the intrinsic complexity of LLMs, effective prompting is not as straightforward as anticipated which highlights the need for novel educational and support methods that are both widely accessible and seamlessly integrated into task workflows. However, LLM prompting shows strong dependence on the specific task and domain, reducing the usefulness of generic methods. We intend to investigate if LLM-based methods can support learning assessments using ad-hoc guidelines and an extremely limited number of annotated prompt samples. In our framework, guidelines are transformed into features to be detected in the learners' prompts. The descriptions of these features, together with annotated sample prompts, are used to create few-shot learning detectors. We compare various configurations of these few-shot detectors testing 3 state-of-the-art LLMs and derived ensemble models. Our experiments are performed using cross-validation on original sample prompts and a specifically collected test set of prompts from task-naive learners. We find a strong impact of the LLMs on our feature list. One of the most recent models, GPT-4, shows promising performance on most of the features. However, some closely connected models (GPT-3, GPT-3.5 Turbo (Instruct)) show different behaviors when classifying features. We highlight the need for further research in light of the possible impact of design choices on the selection of features and detection prompts. Our findings are of relevance for researchers and practitioners in generative AI literacy, as well as researchers in computer-supported learning assessment.;184-201;3;28;English;"Computational thinking; Artificial intelligence in education; Data science applications in education; Natural language processing"
ZIWREUN3;journalArticle;2025;Kraska, T;Vermittlung von Struktur-Eigenschafts-Beziehungen mit maschinellem Lernen;CHEMKON;0944-5846;10.1002/ckon.202500016;"In diesem Beitrag wird ein fachdidaktisches Konzept vorgestellt, das den Einsatz eines grundlegenden Algorithmus des maschinellen Lernens zur Erarbeitung von Struktur-Eigenschafts-Beziehungen im Chemieunterricht erm & ouml;glicht. Im Zentrum steht die Untersuchung der Siedetemperaturen von 1-Alkanolen sowie kurzkettigen, verzweigten, einwertigen Alkanolen. Die Sch & uuml;lerinnen und Sch & uuml;ler analysieren dabei mithilfe einer haptisch gest & uuml;tzten Datenorganisation, wie molekulare Strukturmerkmale die Siedetemperatur beeinflussen. Der verwendete Algorithmus ist didaktisch reduziert und mathematisch so vereinfacht, dass er auch ohne Programmierkenntnisse in der Sekundarstufe II nachvollziehbar ist. Die Methode erlaubt ferner eine Einf & uuml;hrung in grundlegende Prinzipien des maschinellen Lernens, ohne an eine spezifische Programmiersprache gebunden zu sein. Das vorgestellte Unterrichtsvorhaben wurde im ersten Jahr der gymnasialen Oberstufe erprobt. Es zeigt, wie aktuelle Entwicklungen der digitalen Bildung und der KI fachdidaktisch sinnvoll in den Chemieunterricht integriert werden k & ouml;nnen, um analytisches Denken, den Umgang mit Daten und ein vertieftes Verst & auml;ndnis chemischer Zusammenh & auml;nge zu f & ouml;rdern. This article presents a didactic concept that enables the use of a basic machine learning algorithm to work out structure-property relationships in chemistry lessons. The focus is on investigating the boiling temperatures of 1-alkanols and short-chain, branched, monovalent alkanols. With the help of a manually supported data organization, the students analyze how molecular structural features influence the boiling temperature. The algorithm used is didactically reduced and mathematically simplified in such a way that it is comprehensible even without programming knowledge at upper secondary level. In addition, the method introduces the basic principles of machine learning without being tied to a specific programming language. The teaching project presented here was tested in the first year of upper secondary education. It shows how current developments in digital education and AI can be integrated into chemistry lessons in a didactically meaningful way to promote analytical thinking, the handling of data, and a deeper understanding of chemical relationships.";224-231;7;32;English;"artificial intelligence; computational thinking; Informatisches Denken; K & uuml; nstliche Intelligenz; physical chemistry; Physikalische Chemie"
L6KEUX2T;journalArticle;2025;"Calvo-Morata, A; Alonso-Fern‡ndez, C; Santilario-Berthilier, J; Mart’nez-Ortiz, I; Fernandez-Manj—n, B";Learning Analytics to Guide Serious Game Development: A Case Study Using Articoding;COMPUTERS;2073-431X;10.3390/computers14040122;Serious games are powerful interactive environments that provide more authentic experiences for learning or training different skills. However, developing effective serious games is complex, and a more systematic approach is needed to create better evidence-based games. Learning analytics-based on the analysis of collected in-game user interactions-can support game development and the players' learning process, providing assessment information to teachers, students, and other stakeholders. However, empirical studies applying and demonstrating the use of learning analytics in the context of serious games in real environments remain scarce. In this paper, we study the application of learning analytics throughout the whole lifecycle of a serious game, in order to assess the game's design and players' learning using a serious game that introduces basic programming concepts through a visual programming language. The game was played by N = 134 high school students in two 50-min sessions. During the game sessions, all player interactions were collected, including the time spent solving levels, their programming solutions, and the number of replays. We analyzed these interaction traces to gain insights that can facilitate teachers' use of serious games in their lessons and assessments, as well as guide developers in making possible improvements to the game. Among these insights, knowing which tasks students struggle with is critical for both teachers and game developers, and can also reveal game design issues. Among the results obtained through analysis of the interaction data, we found differences between boys and girls when playing. Girls play in a more reflexive way and, in terms of acceptance of the game, a higher percentage of girls had neutral opinions. We also found the most repeated errors, the level each player reached, and how long it took them to reach those levels. These data will help to make further improvements to the game's design, resulting in a more effective educational tool in the future. The process and results of this study can guide other researchers when applying learning analytics to evaluate and improve the educational design of serious games, as well as supporting teachers-both during and after the game activity-in applying an evidence-based assessment of the players based on the collected learning analytics.;;4;14;English;"computational thinking; learning analytics; programming learning; visual programming; PROGRAMMING CONCEPTS; serious games"
EZNFWMLB;journalArticle;2025;"Ye, XD; Zhang, WY; Zhou, YX; Li, XZ; Zhou, Q";Improving students' programming performance: an integrated mind mapping and generative AI chatbot learning approach;HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS;2662-9992;10.1057/s41599-025-04846-4;With the development of the times, programming education has become increasingly important for individual development. However, for programming beginners such as primary and secondary school students, learning programming is not a simple task and requires additional learning support. Generative AI (GenAI) chatbots are effective teaching aids that can reduce the learning difficulty of programming by providing real-time guidance and personalized learning support based on students' abilities. Therefore, it has been a trend to apply GenAI chatbots in teaching. However, technology always has two sides. Over-reliance on these chatbots may weaken students' ability to think independently and affect their learning effectiveness. Therefore, how to rationally utilize GenAI chatbots in the classroom and improve their application effectiveness has become an important issue for both researchers and frontline teachers. Based on this, the present study proposed a learning method that integrates mind mapping with GenAI chatbots. To assess the effectiveness of this learning method and to investigate whether there are differences in the impact of various types of mind mapping-supported GenAI chatbots on students' programming academic performance, computational thinking, and programming self-efficacy, the research team conducted a quasi-experimental study. The participants were 111 seventh-grade students at a junior high school in southeastern China. Experimental Group 1 (36 students) used a learning approach that integrated progressive mind maps with a Generative AI chatbot, Experimental Group 2 (36 students) used a learning approach that integrated self-constructed mind maps with a GenAI chatbot, and the control group (39 students) used a traditional AI chatbot-based learning approach. The results showed that participants in both experimental groups had significantly better programming learning performance as well as computational thinking than the control group, and that the learning method integrating progressive mind mapping with GenAI chatbots was more effective.;;1;12;English;"KNOWLEDGE; COMPUTATIONAL THINKING; SYSTEM; MAP"
VBMKXNMQ;journalArticle;2025;"Chen, YN; Yu, XY; Shen, YS; Liu, RY; Sun, LY; Chen, LQ";CoRemix: Supporting Online Learning in Scratch Community with Visual Flowchart and Generative AI;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;1044-7318;10.1080/10447318.2025.2559053;Online programming communities give novices places to explore computing through user-generated projects, but limited structure can hinder a steadily challenging learning path. Beginners often struggle to interpret key events and relationships in projects, connect them to core concepts, and remix practices. We present CoRemix, a generative-AI community support system that uses visual flowcharts to clarify project logic. CoRemix introduces a prompting pipeline paired with a visual-textual scaffold that guides learners in constructing flowcharts. We further incorporate static project analysis and retrieval-augmented generation (RAG) to raise the precision of large-language-model outputs. In technical evaluations, static analysis and RAG improved response quality. In a user study, CoRemix outperformed a baseline in helping learners understand complex projects, strengthen computing-concept skills, and report better learning experiences within online communities. These gains include clearer event sequencing, improved identification of relationships across sprites and scripts, stronger remix strategies, and higher perceived scaffolding for progressive challenge.;;;;English;"computational thinking; COMPUTATIONAL THINKING; online learning; COGNITIVE LOAD THEORY; generative Al; Online communities; TAGS; USER PROFILE ENRICHMENT"
TD9KVLJL;journalArticle;2025;"Utiuzh, I; Konovalenko, O; Volkova, V";The analysis of social singularity in the digital era: A socio-philosophical aspect;AGATHOS-AN INTERNATIONAL REVIEW OF THE HUMANITIES AND SOCIAL SCIENCES;2069-1025;10.5281/zenodo.15162721;"This article examines one of the most complicated issues of social research, namely social singularity as a process of producing unpredictable meanings, both in the life of modern society and an individual. The essence of social singularity is generally interpreted in the context of the coevolution of nature and society in the conditions of rapid technological shifts and changes in the role of the information environment. Therefore, this study aims to define and analyze the methodological tools of cognition of the social singularity phenomenon as a structural part of the new digital paradigm of philosophical discourse. The article considers the methodological approaches of various schools of philosophy represented by opposing views on anthropological reality in the context of its digital transformation.Within the framework of methodological structuring, the degree of the social singularity issue elaboration can be represented by the methodologies of postmodern and post-humanism philosophy. The conceptual approaches to the criticism of computational thinking, which forms the phenomenon of singularity eliminating the Human, are presented in the works by Baudrillard, Deleuze, Massumi, and Haraway. The article emphasizes that the papers of these scholars study digital ontology of the post-human state, where the boundaries between man and machine are blurred. Those studies include the analysis of cyber and biotechnological changes that affect human nature and create the concept of social singularity as a negative scenario for the development of the Human. Analyzing the phenomenon of social singularity, we emphasize that non-objectified human feelings come into conflict with computational thinking, since subjectivity, carried beyond the limits of the Self, turns into the non-human Other. Therefore, the article raises the question of how algorithms and artificial intelligence affect human subjectivity and free will; hence, the understanding of how computational processes can limit or expand human capabilitiesare of crucial importance.";17-28;1;16;English;"computational thinking; consciousness; digital ontology; free will; social singularity"
SCZ278P3;journalArticle;2025;"Cernadas, E; Aguayo, E; Fern‡ndez-Delgado, M; Calvo-Iglesias, E";STEM, a Non-Place for Women? Evidences and Transformative Initiatives;SOCIAL SCIENCES-BASEL;2076-0760;10.3390/socsci14060384;Numerous studies, diagnoses, and projects have been carried out in recent years to analyze the low female presence in STEM studies. However, progress has been limited, and the female presence is still low in certain degrees related to information and communication technologies, physics, and engineering. Many of the actions have been aimed at attracting women to these fields, but few have tried to change the culture of these disciplines, which make them a non-place for women. This paper analyses the measures carried out in Spanish public universities, and specifically at the University of Santiago de Compostela, to contribute to making these disciplines a place for women. Computer engineering workshops for primary and secondary education are proposed, incorporating a gender perspective. These transformative activities were highly valuated and welcomed by non-university teachers. The ideas inspiring these initiatives might help both to attract girls to STEM degrees and to generate gender equality environments, in order to change the androcentric culture of this field.;;6;14;English;"artificial intelligence; computational thinking; education; ICT; STEM; PERCEPTION; GAP; gender bias; gender equality; GENDER EQUALITY; gender gap; GIRLS"
A65BIRTT;journalArticle;2025;"Wang, XH; Wang, Y; Han, ZM; Wang, Y; Duan, ZY; Zhang, ZP; Alsudais, TA";Social robots for child development: research hotspots, topic modeling, and collaborations;HUMANITIES & SOCIAL SCIENCES COMMUNICATIONS;2662-9992;10.1057/s41599-025-05752-5;Social robots are increasingly used to support children's cognitive, emotional, and social development, yet systematic research on overarching themes remains limited. This study addresses the gap with a bibliometric analysis of 5688 publications (2013-2023), leveraging Bibliometrix, VOSviewer, and Tableau. Results show a steady increase in publications, with a notable rise in the last decade due to advancements in AI and robotics. Key research areas identified include robotics education, human-robot interaction, STEM education, and the use of robots for children with disabilities. Emerging trends focus on preschool education, inclusivity, and classroom teaching. Four themes, including motor, niche, emerging/disappearing, and basic, highlight creativity development and AI integration as under-researched. The U.S. leads geographically, followed by China and Europe, revealing disparities between regions. These findings underscore the need for greater global collaboration to better integrate social robots into child development and therapy.;;1;12;English;"STUDENTS; SCIENCE; EDUCATIONAL ROBOTICS; GAME; SKILLS; TOOL; COMPUTATIONAL THINKING; GUIDELINES; AUTISM; STEM EDUCATION"
P5PLJ94P;journalArticle;2025;"Kramer, E; Lamberg, D; Georgescu, M; Cohen, MW";Integrating AI with Meta-Language: An Interdisciplinary Framework for Classifying Concepts in Mathematics and Computer Science;INFORMATION;2078-2489;10.3390/info16090735;Providing students with effective learning resources is essential for improving educational outcomes-especially in complex and conceptually diverse fields such as Mathematics and Computer Science. To better understand how these subjects are communicated, this study investigates the linguistic structures embedded in academic texts from selected subfields within both disciplines. In particular, we focus on meta-languages-the linguistic tools used to express definitions, axioms, intuitions, and heuristics within a discipline. The primary objective of this research is to identify which subfields of Mathematics and Computer Science share similar meta-languages. Identifying such correspondences may enable the rephrasing of content from less familiar subfields using styles that students already recognize from more familiar areas, thereby enhancing accessibility and comprehension. To pursue this aim, we compiled text corpora from multiple subfields across both disciplines. We compared their meta-languages using a combination of supervised (Neural Network) and unsupervised (clustering) learning methods. Specifically, we applied several clustering algorithms-K-means, Partitioning around Medoids (PAM), Density-Based Clustering, and Gaussian Mixture Models-to analyze inter-discipline similarities. To validate the resulting classifications, we used XLNet, a deep learning model known for its sensitivity to linguistic patterns. The model achieved an accuracy of 78% and an F1-score of 0.944. Our findings show that subfields can be meaningfully grouped based on meta-language similarity, offering valuable insights for tailoring educational content more effectively. To further verify these groupings and explore their pedagogical relevance, we conducted both quantitative and qualitative research involving student participation. This paper presents findings from the qualitative component-namely, a content analysis of semi-structured interviews with software engineering students and lecturers.;;9;16;English;"THINKING; Computational Thinking (CT); Mathematical Thinking (MT); meta-language; Natural Language Processing (NLP); supervised learning; unsupervised learning"
HDHQ58LX;journalArticle;2024;"Khuda, IE; Ahmad, S; Ateya, AA";STEM-Based Bayesian Computational Learning Model-BCLM for Effective Learning of Bayesian Statistics;IEEE ACCESS;2169-3536;10.1109/ACCESS.2024.3420731;This work contributes to the comprehension of Bayes' theorem inclusive Bayesian probabilities and Bayesian inferencing within the framework of STEM (Science, Technology, Engineering, Arts, and Mathematics) and cognitive learning w.r.t Bloom's taxonomy (BT). Bayes' theorem is taken as a crucial statistical instrument employed in the development of intelligent systems and the management of risks, commonly utilized by engineers for tasks in machine learning and managerial decision-making. The fundamental concept behind Bayes' theorem revolves around comprehending the degree of truth within the confines of an explicit perspective. This involves partitioning the entire sample space of possible evidence and utilizing the subset containing the relevant perspective to estimate the uncertainty of an event or the reliability of a model. However, it is often found difficult for students to understand Bayes' theorem to the level of applying it to real-world problems. Considering this, the proposed learning method in this paper elucidated the acquisition of Bayes' mathematical formulation by leveraging computational thinking, leading to the development of a computational model. The proposed model is named the Bayesian Computational Learning Model (BCLM). Subsequently, we have probed the utility of BCLM in the design and plan of learning activities, coherent to the STEM paradigm and BT cognitive learning hierarchy.;91217-91228;;12;English;"computational thinking; Problem-solving; machine learning; Computational modeling; Engineering education; Taxonomy; STEM; engineering education; Bayes' theorem; Bloom's taxonomy; computer simulations; decision making; frequentist; intelligent systems design; project management; risk analysis; Bayes methods; BayesÕ theorem; BloomÕs taxonomy; Computer simulation; Intelligent systems; Mathematical models; Probability; Project management; Risk management"
DKLT6C9H;journalArticle;2024;"Valverde-Rebaza, J; Gonz‡lez, A; Navarro-Hinojosa, O; Noguez, J";Advanced large language models and visualization tools for data analytics learning;FRONTIERS IN EDUCATION;2504-284X;10.3389/feduc.2024.1418006;Introduction In recent years, numerous AI tools have been employed to equip learners with diverse technical skills such as coding, data analysis, and other competencies related to computational sciences. However, the desired outcomes have not been consistently achieved. This study aims to analyze the perspectives of students and professionals from non-computational fields on the use of generative AI tools, augmented with visualization support, to tackle data analytics projects. The focus is on promoting the development of coding skills and fostering a deep understanding of the solutions generated. Consequently, our research seeks to introduce innovative approaches for incorporating visualization and generative AI tools into educational practices.Methods This article examines how learners perform and their perspectives when using traditional tools vs. LLM-based tools to acquire data analytics skills. To explore this, we conducted a case study with a cohort of 59 participants among students and professionals without computational thinking skills. These participants developed a data analytics project in the context of a Data Analytics short session. Our case study focused on examining the participants' performance using traditional programming tools, ChatGPT, and LIDA with GPT as an advanced generative AI tool.Results The results shown the transformative potential of approaches based on integrating advanced generative AI tools like GPT with specialized frameworks such as LIDA. The higher levels of participant preference indicate the superiority of these approaches over traditional development methods. Additionally, our findings suggest that the learning curves for the different approaches vary significantly. Since learners encountered technical difficulties in developing the project and interpreting the results. Our findings suggest that the integration of LIDA with GPT can significantly enhance the learning of advanced skills, especially those related to data analytics. We aim to establish this study as a foundation for the methodical adoption of generative AI tools in educational settings, paving the way for more effective and comprehensive training in these critical areas.Discussion It is important to highlight that when using general-purpose generative AI tools such as ChatGPT, users must be aware of the data analytics process and take responsibility for filtering out potential errors or incompleteness in the requirements of a data analytics project. These deficiencies can be mitigated by using more advanced tools specialized in supporting data analytics tasks, such as LIDA with GPT. However, users still need advanced programming knowledge to properly configure this connection via API. There is a significant opportunity for generative AI tools to improve their performance, providing accurate, complete, and convincing results for data analytics projects, thereby increasing user confidence in adopting these technologies. We hope this work underscores the opportunities and needs for integrating advanced LLMs into educational practices, particularly in developing computational thinking skills.;;;9;English;"ChatGPT; higher education; educational innovation; data analytics learning; generative AI tools; large language models in education; professional education; programming skills development"
Q7HUCIBJ;bookSection;2024;"Porhonar, P; Kahtan, H; Carroll, F; Simon, T";Bridging the Gap: Engaging Girls in Computing Through Physical Technologies;"INNOVATIVE AND INTELLIGENT DIGITAL TECHNOLOGIES; TOWARDS AN INCREASED EFFICIENCY, VOL. 2";;;This study provides insights into the ways in which physical technologies integrated into engagement activities can potentially enhance girls' interest in learning computing. Based on a comprehensive review of the literature and studies, we investigated the effectiveness of experimental access and long-term activities, particularly those leveraging human-computer interaction activities. This can be accomplished through advancements in physical computing, gaming, coding, or integrating AI-related enhancements. Tangible AI tools, robots, and intelligent devices may significantly affect user engagement. In addition, the paper discusses how such interventions and activities link real-life connections to programming, provoking girls' interest, and curiosity also reshaped their attitudes towards computing motivation and boosted their confidence in their ability to think computationally.;49-62;;569;English;"Learning; COMPUTATIONAL THINKING; Engagement; Motivation; Access; Computing; Girls; Impact; Interest; Long-term; Physical technologies; Tangible AI tools"
